date,company,role_title,role_category,location,source,ats,jd_brief,matched_skills,missing_skills,ats_score,resume_variant,tailored,resume_file,job_url,status,apply_result
2026-09-02,Novo,Technical Lead,other,"Ahmedabad, Gujarat",adzuna,,"About the Role: We’re looking for a hands-on Lead Engineer who can own and drive large technical initiatives end to end. This role is ideal for someone who thrives in startup environments, is comfortable working with hig…",,,,,no,,https://www.adzuna.in/land/ad/5864433220?se=rHYTrnem8RGUNa3mkcr13g&utm_medium=api&utm_source=93a24393&v=29E07EF7DCE66CFA49659F8C73F0BE1F61F5470C,discovered_not_prepared,
2026-09-02,DaeBuild CRM,Sr. Software Engineer - Enterprise Systems,swe,"Ahmedabad, Gujarat",adzuna,,"We are looking for a Full Stack Sr. Software Engineer with 3 - 4 years of experience who can work independently and has good communication skills. - Strong understanding and hold on working with CodeIgnitor,Core PHP. - E…",,,,,no,,https://www.adzuna.in/details/1778348147?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Advantmed,Senior Software Engineer _ Asp.net MVC,swe,"Ahmedabad, Gujarat",adzuna,,"Minimum of 5 years experience in Software Application Programming and Maintenance Develop, maintain, enhance new and existing applications and products. In-depth knowledge in ASP.NET, ASP.NET MVC, C#, JavaScript, JQuery,…",,,,,no,,https://www.adzuna.in/details/5796412690?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,,Software Test Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Should have strong manual testing experience with good communication skill with 2 year of experience. Office timing - 11 AM - 9 PM but till night curfew , office timing is 10 AM to 7:30 PM. job location - Ahmedabad",,,,,no,,https://www.adzuna.in/details/4686700750?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Indimedi,Sr . Software QA Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Responsibilities To work on the documents provided by the functional consultant. Involvement in SRS Verification phase and communication with team members where needed. Involvement in testing of Web Application, Mobile A…",,,,,no,,https://www.adzuna.in/details/5820581402?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Infineon Technologies,Principal Engineer Software,other,"Ahmedabad, Gujarat",adzuna,,WeAreIn to bring chips to life. Are you in? Your role Key responsibilities in your new role Participate and contribute to requirements elicitation and definition phase of the project Contribute to product architecture Co…,,,,,no,,https://www.adzuna.in/details/5862346240?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,ASTEC,CAD Helpdesk Technician,other,"Ahmedabad, Gujarat",adzuna,,"BUILT TO CONNECT Astec is a global, environmentally focused infrastructure and manufacturing company of asphalt road building and aggregate processing. Our mission is to design and build the most innovative products for …",,,,,no,,https://www.adzuna.in/land/ad/5864427574?se=ZNiyrnem8RG5At0T0GlLXQ&utm_medium=api&utm_source=93a24393&v=2DC4EA015D2DE1306596175EA42119944ACD5968,discovered_not_prepared,
2026-09-02,TIGI HR Solution Pvt. Ltd.,Quality Assurance Engineer Software,other,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities: Test Strategy & Planning: Develop and implement comprehensive test strategies and plans for the e-commerce gift card product, covering functional, regression, integration, and performance testing. M…",,,,,no,,https://www.adzuna.in/details/4965365443?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Mantras2Success,Software QA Engineer (AR/VR/XR/3D Apps),other,"Ahmedabad, Gujarat",adzuna,,"Job Description: Job Summary We are looking for a detail oriented Software QA Engineer to ensure the quality, performance, and reliability of mobile, web, API, AR, VR, XR, and interactive applications. The ideal candidat…",,,,,no,,https://www.adzuna.in/details/5811349602?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,headsquestcom,Nesting Engineer (ProNest Software),other,"Ahmedabad, Gujarat",adzuna,,Position: Nesting Engineer (ProNest Software) Requirements: Diploma / B.E. / B.Tech (Mechanical) Experience in ProNest Software Knowledge of CNC Plasma & Oxy-Fuel Cutting Processes Ability to read fabrication and structu…,,,,,no,,https://www.adzuna.in/details/5778666617?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Oracle,Core Infrastructure Engineer 2,other,"Ahmedabad, Gujarat",adzuna,,"Job Description Implements and optimizes components within existing distributed systems under guidance. Applies basic scalability requirements, conducts performance/load testing, and configures resiliency features (retri…",,,,,no,,https://www.adzuna.in/details/5858124863?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Contrado Imaging India Pvt Ltd,Sr. Full Stack Developer (.NET  Angular),swe,"Ahmedabad, Gujarat",adzuna,,Job Description Role: : .NET Full Stack Developer Designation : Software Engineer / Sr. Software Engineer Location: : Ahmedabad About the Team An established IT Product & Engineering team following agile development prin…,,,,,no,,https://www.adzuna.in/details/4844539202?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,CCTECH,AI Engineer,other,"Ambawadi Vistar, Ahmedabad",adzuna,,"The AI Engineer designs, builds, and operationalises machine learning and generative AI systems, taking them from prototype to production. The role covers model development, LLM and agentic application engineering, and t…",,,,,no,,https://www.adzuna.in/details/5865376000?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Talent500 INC,Backend Developer - Java / Python,swe,"Ahmedabad, Gujarat",adzuna,,Experience for the role: 5-12 years Responsibilities: Design and develop scalable and reliable backend systems using Java and Microservices architecture Build and maintain RESTful APIs and Microservices using Spring Boot…,,,,,no,,https://www.adzuna.in/details/5680955777?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,encircle.io,Product Manager,other,"Ahmedabad, Gujarat",adzuna,,"Flotomate Service Desk empowers digital enterprises to run their IT operations with at most reliability, flexibility, and built-in intelligence. Our dynamic platform leverages technology power to delivers contextual, col…",,,,,no,,https://www.adzuna.in/details/4801539606?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Adani,Python (GenAI) Engineering Manager,other,"Ahmedabad, Gujarat",adzuna,,"Responsibilities Key Responsibilities Lead the end-to-end design, development, and deployment of Generative AI agents using Google ADK, LangGraph, and Crew.AI frameworks. Architect scalable AI solutions within the Google…",,,,,no,,https://www.adzuna.in/details/5776807466?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Synoptek,GCP Data Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Job Description At Synoptek, we think globally and act locally. As the world's first Managed Experience Provider (MxP), Synoptek provides world-class strategic IT leadership and hyper-efficient IT operational support, en…",,,,,no,,https://www.adzuna.in/details/5845320915?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Dhruv Corporate HR Solutions,Electronics hardware design Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Job Description: Position Overview: As an Electronics Hardware Design Engineer, you will play a key role in the development of cutting-edge electronic hardware systems. You will be responsible for designing, prototyping,…",,,,,no,,https://www.adzuna.in/details/5727128194?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,IH Enterprise,Required Graduated Trainee,other,"Ahmedabad, Gujarat",adzuna,,"Greeting Of The Day. Urgent Need For Following Profile. Send Your Resume On Whats-App (9I-84070-96567) Hr Team. Management Group (A) HR Executive/HR Manager/Asst Manager/Admin Executive/Admin Manager/ Project Manager, Ma…",,,,,no,,https://www.adzuna.in/details/4801470250?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,,Embedded Engineer,other,"Ahmedabad, Gujarat",adzuna,,"We are looking for Junior Embedded Engineer.Functional Area: ProgrammingQualification: B.E (E.C), B.Tech, BSC, MSC, M.EJob DescriptionMicroprocessor architecture and embedded peripheralsEmbedded Linux experience, with ex…",,,,,no,,https://www.adzuna.in/details/4686701691?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Acclime,Senior Data Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities Architect, maintain, and optimize scalable data pipelines, leveraging Azure Data Services, Azure DevOps, and select AWS components. Build and maintain pipelines in Azure Data Factory and/or Azure Syn…",,,,,no,,https://www.adzuna.in/land/ad/5864424833?se=uuKIr3em8RG8RN41HFlqJw&utm_medium=api&utm_source=93a24393&v=A87CE857374FFE8579B824B7C2F13300EE0C43AA,discovered_not_prepared,
2026-09-02,Kraft Heinz,"Analyst I, Global Procurement Solutions",other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461219507,discovered_not_prepared,
2026-09-02,Adani Natural Resources,Manager – Business Digital,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461075585,discovered_not_prepared,
2026-09-02,Kraft Heinz,"Analyst I, Exports Logistics",other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461233376,discovered_not_prepared,
2026-09-02,Sense International India,"Lead Manager- Programme quality, MEAL and Partnerships",other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4457257062,discovered_not_prepared,
2026-09-02,GRIPIT,Category Manager,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4460001435,discovered_not_prepared,
2026-09-02,Withum,Senior - Product Analyst - Generalist,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461765779,discovered_not_prepared,
2026-09-02,Accenture in India,Business Process Architect,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448329424,discovered_not_prepared,
2026-09-02,Accenture in India,Business Process Designer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448343271,discovered_not_prepared,
2026-09-02,Moltis,odoo functional expert,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4459523462,discovered_not_prepared,
2026-09-02,VOIS,Business Assurance Specialist - VOIS,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4459517882,discovered_not_prepared,
2026-09-02,Cin7,Integration Analyst,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4462016845,discovered_not_prepared,
2026-09-02,Outsourced,IFS Technical Specialist (India),other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4454974761,discovered_not_prepared,
2026-09-02,donotbuy.com,Product Manager,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4460221361,discovered_not_prepared,
2026-09-02,Accenture in India,Business Architect,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448377165,discovered_not_prepared,
2026-09-02,Accenture in India,Business Architect,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448345124,discovered_not_prepared,
2026-09-02,Accenture in India,Business Architect,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448328840,discovered_not_prepared,
2026-09-02,Accenture in India,Financial Planning & Analysis Representa,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448361095,discovered_not_prepared,
2026-09-02,Accenture in India,Tech Delivery Subject Matter Expert,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448327732,discovered_not_prepared,
2026-09-02,Accenture in India,Financial Planning & Analysis Representa,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448380341,discovered_not_prepared,
2026-09-02,Kraft Heinz,"Group Lead, IT - Procurement Capabilities",other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4384239382,discovered_not_prepared,
2026-09-02,AgileEngine,Salesforce Technical Lead ID87001,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4460294653,discovered_not_prepared,
2026-09-02,Novo,Technical Lead,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461061364,discovered_not_prepared,
2026-09-02,Jetbro,AI Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4459756879,discovered_not_prepared,
2026-09-02,Armakuni,AI ML Lead / Gen AI Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4458895794,discovered_not_prepared,
2026-09-02,Azilen Technologies,Lead Data Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461071827,discovered_not_prepared,
2026-09-02,Accenture in India,Software Development Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4448327423,discovered_not_prepared,
2026-09-02,PairSoft,AI Platform Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461760182,discovered_not_prepared,
2026-09-02,MeasureOne,Engineer – Web Scraping & Browser Automation,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4460254269,discovered_not_prepared,
2026-09-02,Moksh Tech,Artificial Intelligence Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4459544115,discovered_not_prepared,
2026-09-02,Top Gen AI Jobs,AI Engineer – Generative AI,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4462013283,discovered_not_prepared,
2026-09-02,RHC India,Senior Applied AI Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4461563682,discovered_not_prepared,
2026-09-02,Tatvic ®,GCP Data Engineer,other,"Ahmedabad, Gujarat, India",jobspy:linkedin,,,,,,,no,,https://www.linkedin.com/jobs/view/4459815103,discovered_not_prepared,
2026-09-02,Techblocks,Senior Java Architect,other,"Ahmedabad, Gujarat",adzuna,,"We are looking for a highly experienced and hands-on Senior Java Architect with a minimum of 15 years of Java development expertise, including Java Spring Boot microservices and SQL. The ideal candidate should possess st…",,,,,no,,https://www.adzuna.in/details/5832800905?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Eclat Engineering Pvt Ltd,Sr Talent Acquisition Specialist,other,"Ahmedabad, Gujarat",adzuna,,"About The Role The Senior Talent Acquisition Specialist will own the complete recruitment process and drive strategic hiring initiatives to meet, build, and forecast the organization's talent needs while also collaborati…",,,,,no,,https://www.adzuna.in/details/5225609550?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Tecblic Private LImited,Senior Data Engineer,other,"Ahmedabad, Gujarat",adzuna,,"Job Description: Data Engineer Location: Ahmedabad Experience: 5 to 6 years Employment Type: Full-Time We are looking for a highly motivated and experienced Data Engineer to join our team. As a Data Engineer, you will pl…",,,,,no,,https://www.adzuna.in/details/5525009707?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Happiest Resume,Instrument Chemist,other,"Ahmedabad, Gujarat",adzuna,,"An Instrument Chemist with 2 to 3 years of experience specializes in the routine operation, basic calibration, and troubleshooting of high-end analytical equipment. This role typically operates within Quality Control (QC…",,,,,no,,https://www.adzuna.in/details/5865324029?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Happiest Resume,Instrument Chemist / Senior Analyst / Executive – Instrumentation,other,"Ahmedabad, Gujarat",adzuna,,"Position Title: Instrument Chemist / Senior Analyst / Executive – Instrumentation Job Overview: An Instrument Chemist with 2 to 3 years of experience specializes in the routine operation, basic calibration, and troublesh…",,,,,no,,https://www.adzuna.in/details/5848722885?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Dhruv Corporate HR Solutions,Software Technical Support Engineer,other,"Ahmedabad, Gujarat",adzuna,,Job Description: Position Software Technical Support Industry Industrial Automation Electrical/Switchgear Location Chennai Education BE (IC/Elec/EC) MBA (Marketing) Experience 4 to 8 years JD’s you will play a crucial ro…,,,,,no,,https://www.adzuna.in/details/5728269820?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Acme Services Private Limited,Business Analyst,analyst,"Raikhad, Ahmedabad",adzuna,,"Job Description: Gather and analyze business requirements from stakeholders. Perform process mapping, gap analysis, and process redesign. Prepare BRD, FRD, functional specifications, and related documentation. Evaluate b…",,,,,no,,https://www.adzuna.in/details/5854530951?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,TIGI HR Solution Pvt. Ltd.,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Job Title: Junior Business Analyst with Project Coordination Experience Key Responsibilities: Analyze business processes, gather and document requirements, and provide solutions to improve efficiency. Assist in project p…",,,,,no,,https://www.adzuna.in/details/4964034326?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Whatfix,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities: Gather, analyze, and document business requirements. Collaborate with development, QA, and design teams to ensure alignment. Create wireframes, process flows, and user stories. Manage project timeli…",,,,,no,,https://www.adzuna.in/details/5821860803?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Krish Technolabs,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Requirements: - Good Experience as a Business Analyst (non-Presales experience) - Should be involved in the entire project/product delivery cycle - Has good understanding of Magento Application Architecture & should be a…,,,,,no,,https://www.adzuna.in/details/2742136028?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,i-Lanam Technologies,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Company Name: i-Lanam Technologies i-Lanam was established in the year 2020 with an insight to provide a competitive approach towards application development to deliver the best quality applications at the cheapest of th…,,,,,no,,https://www.adzuna.in/details/2478113152?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Bankai Infotech,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Roles & Responsibilities Documentation: Develop and maintain comprehensive process documentation in Confluence for the Technology Vertical. Ensure up-to-date management and version control of ALM (Application Lifecycle M…,,,,,no,,https://www.adzuna.in/details/5794939080?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,VT Netzwelt,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Pre-Sales Analysis: Collaborate with the sales team to understand client needs and objectives. Analyze client requirements and propose appropriate web and mobile-based IT solutions. Establish and maintain strong relation…,,,,,no,,https://www.adzuna.in/details/5850376959?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Post A Resume,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Job Description: Responsibilities: ● Collaborate with stakeholders to understand business requirements and objectives. ● Analyse existing business processes and systems, identifying areas for improvement. ● Understanding…",,,,,no,,https://www.adzuna.in/details/5727169369?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,ScoutforU Consultants,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Job Description: Job Summary: We are looking for a skilled and detail-oriented Business Analyst to join our growing team. The ideal candidate will be responsible for gathering, analyzing, and documenting business require…",,,,,no,,https://www.adzuna.in/details/5727187360?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Hunarstreet Technologies Pvt Ltd,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Designation - Business Analyst Experience – Min 4 Yrs. Location – Ahmedabad Roles and Responsibilities: 1. Working closely with the sales team on proposals and pitches for business. 2. Attending meetings with business de…,,,,,no,,https://www.adzuna.in/details/5208232502?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,OculusIT,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Working with end users to understand business processes and then working to help end users become more efficient and effective utilizing the Banner by Ellucian ERP system. Providing functional/technical assistance by res…,,,,,no,,https://www.adzuna.in/details/5811737357?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,WeblineIndia,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Elicits, analyzes, specifies, and validates the business needs of stakeholders, be they customers or end users. Collaborates with project sponsors to determine project scope and vision. Clearly identifies project stakeho…",,,,,no,,https://www.adzuna.in/details/5861794201?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Unique IT Solution,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities: Strong Communication, Basic Knowledge Documentation. If you're interested, please share your updated resume along with the following details: Total Experience Relevant Experience Current CTC Expecte…",,,,,no,,https://www.adzuna.in/details/5324109247?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Whatfix,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities: Gather, analyze, and document business requirements. Collaborate with development, QA, and design teams to ensure alignment. Create wireframes, process flows, and user stories. Manage project timeli…",,,,,no,,https://www.adzuna.in/details/5821860786?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,WeblineIndia,Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Key Responsibilities - Elicits, analyzes, specifies, and validates the business needs of stakeholders, be they customers or end users. Collaborates with project sponsors to determine project scope and vision. Clearly ide…",,,,,no,,https://www.adzuna.in/details/5861794160?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Asite,Product Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Product Business Analyst Role Purpose The Product Business Analyst (PBA) is responsible for analysing customer, operational and construction-domain needs and translating them into clear, structured business and product r…",,,,,no,,https://www.adzuna.in/details/5849858899?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Tecstub,Senior Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Job Title: Senior Business Analyst Job Type: Full-time Location: Ahmedabad/ Work from office Job Summary : We are looking for a top-notch Senior Business Analyst who will be responsible for understanding and analyzing bu…,,,,,no,,https://www.adzuna.in/details/4446921052?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,iCreative Technologies,Sr Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"The Senior Business Analyst in the eCommerce department plays a crucial role in analyzing business processes, identifying opportunities for improvement, and implementing solutions to enhance the overall performance of th…",,,,,no,,https://www.adzuna.in/details/5837019564?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Tops Infosolutions,Senior Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Position: Sr. Business Analyst Location: Ahmedabad (WFO - Near Iskcon Mega Mall, SG Highway) Roles & Responsibilities:- Collaborate with stakeholders, such as business managers, users, and technical teams, to understand …",,,,,no,,https://www.adzuna.in/details/5802676490?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,Genius Placement Service,IT Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,Liaising between the IT department and the Executive branch. Acting as an information source and communicator between business branches. Crete Business Proposals and SOW. Understanding strategic business needs and plans …,,,,,no,,https://www.adzuna.in/details/2500155976?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
2026-09-02,OculusIT,Jenzabar Business Analyst,analyst,"Ahmedabad, Gujarat",adzuna,,"Serves as the subject matter expert for software systems utilized by the institution, providing setup, configuration, problem solving, and updates. Works on Jenzabar functional requirements for modules including General,…",,,,,no,,https://www.adzuna.in/details/5811737362?utm_medium=api&utm_source=93a24393,discovered_not_prepared,
